bom_id,title,total_gross,theaters,release_date,year
rl793085441,Aliens vs. Predator: Requiem,"$41,797,066","2,617",Dec 25,2007
rl2539488769,Juno,"$143,495,265","2,534",Dec 5,2007
rl3479340545,The Mist,"$25,594,957","2,423",Nov 21,2007
rl325748225,P.S. I Love You,"$53,695,808","2,471",Dec 21,2007
rl2153022977,Gone Baby Gone,"$20,300,218","1,713",Oct 19,2007
rl2138605057,The Water Horse,"$40,946,255","2,777",Dec 25,2007
rl257590785,Into the Wild,"$18,354,356",660,Sep 21,2007
rl3529410049,Lions for Lambs,"$15,002,854","2,216",Nov 9,2007
rl1884784129,The Great Debaters,"$30,236,407","1,290",Dec 25,2007
rl541427201,Awake,"$14,377,198","2,023",Nov 30,2007
rl3631842817,Walk Hard: The Dewey Cox Story,"$18,317,151","2,650",Dec 21,2007
rl3745678849,Atonement,"$50,927,067","1,400",Dec 7,2007
rl3226240513,Deep Sea,"$46,412,757",47,Mar 3,2007
rl474777089,The Darjeeling Limited,"$11,902,715",698,Sep 29,2007
rl3915351553,La Vie En Rose,"$10,301,706",178,Jun 8,2007
rl4182541825,Death at a Funeral,"$8,580,428",324,Aug 17,2007
rl3866134017,Space Station 3D,"$93,383,953",64,Apr 19,2007
rl1178895873,Bella,"$8,070,537",457,Oct 26,2007
rl3528951297,In the Valley of Elah,"$6,777,741",978,Sep 14,2007
rl1615103489,Before the Devil Knows You're Dead,"$7,084,227",321,Oct 26,2007
rl2539423233,The Kite Runner,"$15,800,078",715,Dec 14,2007
rl1013876225,Sea Monsters: A Prehistoric Adventure,"$23,746,066",252,Oct 5,2007
rl1633650177,Lars and the Real Girl,"$5,972,884",321,Oct 12,2007
rl2791343617,Magnificent Desolation: Walking on the Moon 3D,"$34,137,524",82,Sep 23,2007
rl1366590977,The Perfect Holiday,"$5,812,781","1,307",Dec 12,2007
rl1801487873,"Lust, Caution","$4,604,982",143,Sep 28,2007
rl3128657409,Wild Safari - A South African Adventure,"$16,621,530",21,Apr 8,2007
rl744326657,The Assassination of Jesse James by the Coward Robert Ford,"$3,909,149",301,Sep 21,2007
rl1331398145,I'm Not There,"$4,017,609",149,Nov 21,2007
rl1130595841,Roving Mars,"$10,407,978",27,Jan 27,2007
rl359368193,The Polar Express,"$2,483,757",32,Oct 5,2007
rl2741995009,The Savages,"$6,623,082",201,Nov 28,2007
rl1701021185,Margot at the Wedding,"$1,959,420",121,Nov 16,2007
rl2236057089,Blade Runner,"$1,548,502",20,Oct 5,2007
rl2054522369,Like Stars on Earth,"$1,223,869",70,Dec 21,2007
rl3259663873,Control,"$872,252",29,Oct 10,2007
rl2873722369,The Bucket List,"$93,466,502","2,915",Dec 25,2007
rl2722137601,Days of Darkness,"$1,491,525",68,Dec 7,2007
rl3161425409,Santa vs. the Snowman 3D,"$769,405",24,Nov 8,2007
rl3780085249,The Diving Bell and the Butterfly,"$6,003,227",213,Nov 30,2007
rl2555807233,Haunted Castle,"$13,651,656",10,Feb 23,2007
rl3195241985,Starting Out in the Evening,"$898,786",43,Nov 23,2007
rl2775352833,Romance & Cigarettes,"$557,471",19,Sep 7,2007
rl41190913,There Will Be Blood,"$40,222,514","1,620",Dec 26,2007
rl3262219777,Sleuth,"$342,895",35,Oct 12,2007
rl1599440385,Galapagos,"$18,630,372",14,Oct 29,2007
rl1834124801,For the Bible Tells Me So,"$312,751",15,Oct 5,2007
rl3311830529,The Orphanage,"$7,161,284",707,Dec 28,2007
rl3999892993,Passage to Zarahemla,"$292,102",28,Oct 12,2007
rl1935508993,Joe Strummer: The Future Is Unwritten,"$248,362",17,Nov 2,2007
rl1935967745,My Kid Could Paint That,"$231,574",20,Oct 5,2007
rl2455406081,I Want Someone to Eat Cheese With,"$194,568",14,Sep 5,2007
rl4051207681,What Would Jesus Buy?,"$200,010",25,Nov 16,2007
rl2423752193,T-Rex: Back to the Cretaceous,"$53,354,743",38,Oct 23,2007
rl1869121025,Persepolis,"$4,445,756",536,Dec 25,2007
rl3058271745,The Bubble,"$157,121",10,Sep 7,2007
rl141657601,ShowBusiness: The Road to Broadway,"$151,792",9,May 11,2007
rl1969849857,Outsourced,"$163,561",14,Sep 28,2007
rl4001007105,Youth Without Youth,"$244,397",18,Dec 14,2007
rl4099507713,Holly,"$166,620",11,Nov 9,2007
rl1850508801,David & Layla,"$120,750",7,Jul 20,2007
rl2520811009,Aida,"$222,927",52,Dec 9,2007
rl1381795329,King Corn,"$105,422",8,Oct 12,2007
rl1012827649,Le Doulos,"$82,772",2,Jun 29,2007
rl358450689,Jimmy Carter Man from Plains,"$108,807",21,Oct 26,2007
rl3378284033,Kurt Cobain About a Son,"$87,016",6,Oct 3,2007
rl2891482625,How to Cook Your Life,"$87,370",7,Oct 26,2007
rl3058796033,El Topo,"$80,302",4,Dec 13,2007
rl3780740609,The Holy Mountain,"$61,001",3,Jan 19,2007
rl526353921,Lagerfeld Confidential,"$67,500",2,Oct 24,2007
rl4117988865,Steep,"$260,586",23,Dec 21,2007
rl813204993,War Dance,"$115,210",10,Nov 9,2007
rl3883501057,The Walker,"$79,698",14,Dec 7,2007
rl3981411841,Diva,"$110,014",3,Nov 2,2007
rl627279361,A Man Named Pearl,"$208,392",9,Aug 31,2007
rl2656994817,The Life of Reilly,"$38,960",8,Nov 9,2007
rl542606849,Grace Is Gone,"$50,899",7,Dec 7,2007
rl2774828545,Nanking,"$161,182",10,Dec 12,2007
rl1346864641,Billy the Kid,"$52,823",3,Dec 5,2007
rl2927330817,The Willow Tree,"$25,752",2,Aug 3,2007
rl1215792641,The Tracey Fragments,"$32,645",4,May 9,2007
rl2705491457,Arranged,"$23,571",2,Dec 14,2007
rl2809234945,The Singing Revolution,"$426,855",5,Dec 7,2007
rl1802405377,The Sensation of Sight,"$23,457",4,Nov 9,2007
rl2692384257,Yiddish Theater: A Love Story,"$40,182",3,Nov 21,2007
rl1315014145,Look,"$16,136",3,Dec 14,2007
rl1347585537,Forever,"$31,502",1,Sep 12,2007
rl3195635201,The Violin,"$65,298",3,Dec 5,2007
rl626230785,Fat Girls,"$11,204",2,Oct 12,2007
rl1297188353,El inmigrante,"$15,100",2,Jul 13,2007
rl962102785,Honeydripper,"$267,880",26,Dec 28,2007
rl309429761,Shotgun Stories,"$46,026",4,Dec 14,2007
rl476284417,The Man of My Life,"$7,704",1,Sep 21,2007
rl1634174465,Nina's Heavenly Delights,"$9,936",2,Nov 21,2007
rl273450497,Dark Blue Almost Black,"$6,646",1,Oct 19,2007
rl259753473,White Rainbow,"$10,529",1,Apr 7,2007
rl3494348289,Blonde Ambition,"$6,422",8,Dec 21,2007
rl1650165249,Imaginary Witness: Hollywood and the Holocaust,"$21,507",3,Dec 7,2007
rl4285629953,Skid Marks,"$12,959",4,Oct 5,2007
rl3478619649,Half Moon,"$2,528",2,Dec 14,2007
rl1767671297,The Killing of John Lennon,"$6,975",1,Jan 2,2007
rl1113687553,Looking for Cheyenne,$973,1,Dec 7,2007
rl3729098241,The Dark Knight,"$533,345,358","4,366",Jul 18,2008
rl1482327553,Iron Man,"$318,604,126","4,154",May 2,2008
rl3615065601,WALL·E,"$223,808,164","3,992",Jun 27,2008
rl1382057473,Madagascar: Escape 2 Africa,"$180,010,950","4,065",Nov 7,2008
rl58099201,Twilight,"$192,769,854","3,649",Nov 21,2008
rl3445261825,Quantum of Solace,"$168,368,427","3,501",Nov 14,2008
rl2689762817,Four Christmases,"$120,146,040","3,540",Nov 26,2008
rl1531348481,Bolt,"$114,053,579","3,654",Nov 21,2008
rl3427698177,Eagle Eye,"$101,440,743","3,614",Sep 26,2008
rl4084237825,Beverly Hills Chihuahua,"$94,514,402","3,239",Oct 3,2008
rl2807596545,High School Musical 3,"$90,559,416","3,626",Oct 24,2008
rl1466140161,Marley & Me,"$143,153,751","3,505",Dec 25,2008
rl1548518913,The Day the Earth Stood Still,"$79,366,978","3,560",Dec 12,2008
rl2909570561,Role Models,"$67,294,270","2,798",Nov 7,2008
rl2860156417,Yes Man,"$97,690,976","3,434",Dec 19,2008
rl1933870593,Bedtime Stories,"$110,101,975","3,684",Dec 25,2008
rl4098721281,The Curious Case of Benjamin Button,"$127,509,326","2,988",Dec 25,2008
rl1148093953,Seven Pounds,"$69,951,824","2,758",Dec 19,2008
rl977634817,Australia,"$49,554,002","2,721",Nov 26,2008
rl1919387137,Nights in Rodanthe,"$41,850,659","2,704",Sep 26,2008
rl460948993,Valkyrie,"$83,077,833","2,838",Dec 25,2008
rl3999499777,Max Payne,"$40,689,393","3,381",Oct 17,2008
rl1766229505,Body of Lies,"$39,394,666","2,714",Oct 10,2008
rl309233153,The Secret Life of Bees,"$37,770,162","1,630",Oct 17,2008
rl944473601,Changeling,"$35,739,802","1,896",Oct 24,2008
rl1366656513,The Tale of Despereaux,"$50,877,145","3,107",Dec 19,2008
rl2337506817,Fireproof,"$33,456,317",905,Sep 26,2008
rl2826405377,Transporter 3,"$31,715,062","2,626",Nov 26,2008
rl3665462785,Zack and Miri Make a Porno,"$31,457,946","2,735",Oct 31,2008
rl1450804737,Vicky Cristina Barcelona,"$23,216,709",726,Aug 15,2008
rl1047561729,Slumdog Millionaire,"$141,319,928","2,943",Nov 12,2008
rl1682081281,Appaloosa,"$20,211,394","1,290",Sep 19,2008
rl307987969,Igor,"$19,528,602","2,341",Sep 19,2008
rl2975237633,Milk,"$31,841,299",882,Nov 26,2008
rl1013876225,Sea Monsters: A Prehistoric Adventure,"$23,746,066",252,Oct 5,2008
rl2706802177,The Haunting of Molly Hartley,"$13,559,812","2,652",Oct 31,2008
rl628327937,The Spirit,"$19,806,188","2,509",Dec 25,2008
rl391284225,Fly Me to the Moon 3D,"$13,816,982",713,Aug 15,2008
rl2221966849,Soul Men,"$12,082,391","2,048",Nov 7,2008
rl2068743681,Doubt,"$33,446,470","1,287",Dec 12,2008
rl2322236929,Rachel Getting Married,"$12,796,841",391,Oct 3,2008
rl1215727105,U2 3D,"$10,363,341",686,Jan 23,2008
rl4014376449,The Boy in the Striped Pajamas,"$9,046,156",679,Nov 7,2008
rl3645605377,City of Ember,"$7,873,007","2,023",Oct 10,2008
rl961054209,Cadillac Records,"$8,195,551",701,Dec 5,2008
rl2220393985,Nothing Like the Holidays,"$7,503,736","1,671",Dec 12,2008
rl3916793345,Tell No One,"$6,177,192",112,Jul 2,2008
rl240616961,Gran Torino,"$148,095,302","3,045",Dec 12,2008
rl827229697,Dolphins and Whales 3D: Tribes of the Ocean,"$7,714,996",42,Feb 15,2008
rl2791343617,Magnificent Desolation: Walking on the Moon 3D,"$34,137,524",82,Sep 23,2008
rl3866134017,Space Station 3D,"$93,383,953",64,Apr 19,2008
rl324371969,Frost/Nixon,"$18,622,031","1,105",Dec 5,2008
rl3226240513,Deep Sea,"$46,412,757",47,Mar 3,2008
rl2102822401,Happy-Go-Lucky,"$3,512,016",202,Oct 10,2008
rl291735041,Man on Wire,"$2,962,242",93,Jul 25,2008
rl74810881,"Synecdoche, New York","$3,083,538",119,Oct 24,2008
rl374703617,Frozen River,"$2,511,476",96,Aug 1,2008
rl2354087425,The Fall,"$2,266,905",111,May 9,2008
rl2656732673,I've Loved You So Long,"$3,169,305",69,Oct 24,2008
rl2422900225,Rab Ne Bana Di Jodi,"$2,078,956",83,Dec 12,2008
rl1130595841,Roving Mars,"$10,407,978",27,Jan 27,2008
rl3763701249,Ghajini,"$2,430,627",83,Dec 24,2008
rl544048641,The Reader,"$34,194,407","1,203",Dec 10,2008
rl376145409,The Polar Express,"$1,705,694",26,Nov 21,2008
rl1499366913,Let the Right One In,"$2,122,065",53,Oct 24,2008
rl1954186753,The Wrestler,"$26,238,243",776,Dec 17,2008
rl2588640769,A Christmas Tale,"$1,060,922",52,Nov 14,2008
rl1935312385,I.O.U.S.A.,"$821,046",358,Aug 22,2008
rl2151843329,A Secret,"$623,558",11,Sep 5,2008
rl1599440385,Galapagos,"$18,630,372",14,Oct 29,2008
rl3682043393,Trouble the Water,"$520,151",15,Aug 22,2008
rl3462039041,JCVD,"$470,691",28,Nov 7,2008
rl3178202625,Santa vs. the Snowman 3D,"$433,797",18,Oct 31,2008
rl4051011073,Teeth,"$347,578",16,Jan 18,2008
rl3614279169,Revolutionary Road,"$22,911,480","1,077",Dec 26,2008
rl2255586817,Sixty Six,"$224,614",17,Aug 1,2008
rl1398769153,Last Chance Harvey,"$14,889,042","1,108",Dec 25,2008
rl625509889,Call + Response,"$215,185",17,Oct 10,2008
rl408847873,The Legend of God's Gun,"$243,768",8,Jul 18,2008
rl206276097,Che: Part One/Che: Part Two,"$1,497,109",39,Dec 12,2008
rl2218952193,Ashes of Time,"$174,273",18,Oct 10,2008
rl627279361,A Man Named Pearl,"$208,392",9,Aug 31,2008
rl3829433857,Alexandra,"$128,222",4,Mar 26,2008
rl543524353,Momma's Man,"$100,435",9,Aug 22,2008
rl1935771137,Lola Montès,"$120,306",4,Oct 10,2008
rl3898705409,Louise Bourgeois,"$95,865",4,Jun 25,2008
rl2608367105,Were the World Mine,"$123,789",4,Oct 31,2008
rl2959508993,One Day You'll Understand,"$145,642",7,Oct 31,2008
rl2725807617,Wendy and Lucy,"$865,695",40,Dec 10,2008
rl2658108929,Save Me,"$83,397",5,Sep 5,2008
rl3697378817,Love Comes Lately,"$78,079",6,Jun 13,2008
rl3376580097,August Evening,"$74,759",4,Sep 5,2008
rl376604161,Stranded: I've Come from a Plane That Crashed on the Mountains,"$89,473",7,Oct 22,2008
rl3613820417,The Order of Myths,"$62,645",3,Jul 25,2008
rl2992014849,Harvard Beats Yale 29-29,"$268,431",13,Nov 19,2008
rl158238209,The Secrets,"$122,094",9,Nov 26,2008
rl3043722753,Pray the Devil Back to Hell,"$90,066",5,Nov 7,2008
rl2386986497,Box Elder,"$48,996",2,Mar 3,2008
rl860456449,Breakfast with Scot,"$46,060",6,Oct 10,2008
rl2423752193,T-Rex: Back to the Cretaceous,"$53,354,743",38,Oct 23,2008
rl1952810497,Monsieur Verdoux,"$64,636",2,Mar 14,2008
rl2640676353,Moving Midway,"$40,864",4,Sep 12,2008
rl3243804161,I Can't Think Straight,"$39,576",3,Nov 21,2008
rl1079543297,How About You,"$78,234",7,Nov 14,2008
rl3796993537,Enlighten Up!,"$246,649",12,Sep 12,2008
rl3914368513,Familiar Strangers,"$34,068",4,Nov 14,2008
rl1011844609,Defiance,"$28,644,813","1,793",Dec 31,2008
rl1266386433,The Wild Child,"$65,051",2,Nov 7,2008
rl292455937,The Secret of the Grain,"$86,356",3,Dec 24,2008
rl2692384257,Yiddish Theater: A Love Story,"$40,182",3,Nov 21,2008
rl4269049345,Timecrimes,"$39,127",7,Dec 12,2008
rl2169210369,Ciao,"$49,494",3,Dec 5,2008
rl307332609,Eden,"$15,611",3,Nov 14,2008
rl239240705,Antarctica,"$21,679",2,Aug 29,2008
rl4081354241,The Betrayal,"$41,271",3,Nov 21,2008
rl155485697,The Beautiful Truth,"$15,387",2,Nov 14,2008
rl2387904001,Gomorrah,"$1,579,146",50,Dec 19,2008
rl425821697,"Live Fast, Die Young","$18,335",1,Oct 24,2008
rl1347585537,Forever,"$31,502",1,Sep 12,2008
rl443123201,"Otto; or, Up with Dead People","$11,295",2,Nov 7,2008
rl3463939585,Tru Loved,"$9,467",4,Oct 17,2008
rl1564706305,The Amazing Truth About Queen Raquela,"$5,597",2,Sep 26,2008
rl3464070657,Waltz with Bashir,"$2,283,849",208,Dec 25,2008
rl4267214337,Hunger,"$154,084",11,Dec 5,2008
rl4166288897,Good,"$27,276",8,Dec 31,2008
rl1364755969,House of the Sleeping Beauties,"$4,509",1,Nov 14,2008
rl3959457281,A Grin Without A Cat,"$43,616",1,May 1,2008
rl828212737,I Can No Longer Hear the Guitar,"$12,876",1,Feb 25,2008
rl809534977,$9.99,"$52,384",4,Dec 12,2008
rl3479471617,The Twilight Saga: New Moon,"$296,623,634","4,124",Nov 20,2009
rl876971521,Avatar,"$749,766,139","3,461",Dec 18,2009
rl3796338177,The Blind Side,"$255,959,475","3,407",Nov 20,2009
rl1833010689,2012,"$166,112,167","3,444",Nov 13,2009
rl2605417985,A Christmas Carol,"$137,855,863","3,683",Nov 6,2009
rl4883969,Cloudy with a Chance of Meatballs,"$124,870,275","3,119",Sep 18,2009
rl1816364545,Alvin and the Chipmunks: The Squeakquel,"$219,614,612","3,747",Dec 23,2009
rl223184385,Couples Retreat,"$109,204,945","3,074",Oct 9,2009
rl2355725825,Paranormal Activity,"$107,918,810","2,712",Sep 25,2009
rl3597567489,Sherlock Holmes,"$209,028,679","3,626",Dec 25,2009
rl964396545,Where the Wild Things Are,"$77,233,467","3,735",Oct 16,2009
rl3916137985,The Princess and the Frog,"$104,400,899","3,475",Nov 25,2009
rl3948905985,Law Abiding Citizen,"$73,357,727","2,890",Oct 16,2009
rl1835435521,Old Dogs,"$49,492,060","3,425",Nov 25,2009
rl2875950593,Precious,"$47,566,524","1,003",Nov 6,2009
rl2942600705,It's Complicated,"$112,735,375","2,955",Dec 25,2009
rl3580397057,Planet 51,"$42,194,060","3,035",Nov 20,2009
rl1583842817,Ninja Assassin,"$38,122,883","2,503",Nov 25,2009
rl3346433537,Up in the Air,"$83,823,381","2,218",Dec 4,2009
rl140674561,The Men Who Stare at Goats,"$32,428,195","2,453",Nov 6,2009
rl827426305,Invictus,"$37,491,364","2,170",Dec 11,2009
rl1095337473,Brothers,"$28,544,157","2,088",Dec 4,2009
rl2589099521,The Fourth Kind,"$25,486,040","2,530",Nov 6,2009
rl2624357889,Did You Hear About the Morgans?,"$29,580,087","2,718",Dec 18,2009
rl3947005441,Astro Boy,"$19,551,067","3,020",Oct 23,2009
rl2474018305,Under the Sea 3D,"$36,262,926",108,Feb 13,2009
rl3847259649,Fantastic Mr. Fox,"$21,002,919","2,304",Nov 13,2009
rl3024258561,Armored,"$15,988,876","1,919",Dec 4,2009
rl2353432065,The Box,"$15,051,977","2,635",Nov 6,2009
rl1413711361,Amelia,"$14,246,488","1,070",Oct 23,2009
rl3831006721,The Hurt Locker,"$17,017,811",535,Jun 26,2009
rl1667728897,Nine,"$19,676,965","1,412",Dec 18,2009
rl3158738433,The Boondock Saints II: All Saints Day,"$10,273,188",524,Oct 30,2009
rl1382974977,A Serious Man,"$9,228,768",262,Oct 2,2009
rl122062337,Pirate Radio,"$8,017,917",883,Nov 13,2009
rl38897153,An Education,"$12,574,914",763,Oct 9,2009
rl1953269249,The Road,"$8,117,000",396,Nov 25,2009
rl1833600513,Coco Before Chanel,"$6,113,834",307,Sep 25,2009
rl2791343617,Magnificent Desolation: Walking on the Moon 3D,"$34,137,524",82,Sep 23,2009
rl3847521793,Good Hair,"$4,157,223",466,Oct 9,2009
rl1701742081,The September Issue,"$3,820,067",143,Aug 28,2009
rl3866134017,Space Station 3D,"$93,383,953",64,Apr 19,2009
rl2621539841,3 Idiots,"$6,532,874",156,Dec 23,2009
rl1013876225,Sea Monsters: A Prehistoric Adventure,"$23,746,066",252,Oct 5,2009
rl827229697,Dolphins and Whales 3D: Tribes of the Ocean,"$7,714,996",42,Feb 15,2009
rl4269442561,The Young Victoria,"$11,001,272",476,Dec 18,2009
rl1816757761,Broken Embraces,"$5,014,305",202,Nov 20,2009
rl525305345,Departures,"$1,498,210",27,May 29,2009
rl1413842433,Bad Lieutenant: Port of Call New Orleans,"$1,702,112",96,Nov 20,2009
rl2909898241,A Single Man,"$9,176,000",354,Dec 11,2009
rl778995201,The Secrets of Jonathan Sperry,"$1,355,079",135,Sep 18,2009
rl2574943745,"Yoo-Hoo, Mrs. Goldberg","$1,134,623",25,Jul 10,2009
rl1500415489,Seraphine,"$884,613",24,Jun 5,2009
rl3378742785,Me and Orson Welles,"$1,190,003",134,Nov 25,2009
rl88966657,The Cove,"$857,005",56,Jul 31,2009
rl595232257,The Wonder of It All,"$781,016",39,Jul 17,2009
rl1868269057,The Imaginarium of Doctor Parnassus,"$7,689,607",607,Dec 25,2009
rl1969391105,The Messenger,"$1,109,660",50,Nov 13,2009
rl4047734273,Amreeka,"$627,436",40,Sep 4,2009
rl1215727105,U2 3D,"$10,363,341",686,Jan 23,2009
rl609584641,From Mexico with Love,"$548,787",279,Oct 9,2009
rl4201547265,Shall We Kiss?,"$535,499",33,Mar 27,2009
rl2003666433,Red Cliff,"$627,047",42,Nov 18,2009
rl392922625,The Polar Express,"$514,354",21,Nov 6,2009
rl2304804353,The Maid,"$576,608",19,Oct 16,2009
rl1699579393,Crazy Heart,"$39,464,306","1,361",Dec 16,2009
rl3226240513,Deep Sea,"$46,412,757",47,Mar 3,2009
rl3461187073,The Damned United,"$449,865",45,Oct 9,2009
rl1029670401,La Danse: The Paris Opera Ballet,"$567,493",25,Nov 4,2009
rl3328280065,The Lovely Bones,"$44,114,232","2,638",Dec 11,2009
rl3496707585,The Private Lives of Pippa Lee,"$337,356",26,Nov 27,2009
rl524781057,Big Fan,"$234,540",15,Aug 28,2009
rl1044678145,The Beaches of Agnès,"$239,711",7,Jul 2,2009
rl1599440385,Galapagos,"$18,630,372",14,Oct 29,2009
rl3967452673,Youssou Ndour: I Bring What I Love,"$172,225",7,Jun 12,2009
rl2588771841,Crude,"$170,295",7,Sep 9,2009
rl2893710849,The Yes Men Fix the World,"$194,533",16,Sep 25,2009
rl643335681,The Horse Boy,"$156,612",5,Sep 30,2009
rl2889975297,35 Shots of Rum,"$177,511",5,Sep 16,2009
rl2354480641,The Headless Woman,"$100,177",3,Aug 19,2009
rl2440463873,Under Our Skin,"$98,548",6,Jun 19,2009
rl239764993,Cloud 9,"$91,675",8,Aug 14,2009
rl593593857,The Little Traitor,"$402,088",5,Oct 23,2009
rl226199041,White on Rice,"$69,171",4,Sep 11,2009
rl1382319617,Mystery Team,"$89,442",4,Aug 28,2009
rl3715597825,Trucker,"$52,429",13,Oct 9,2009
rl809534977,$9.99,"$52,384",4,Dec 12,2009
rl645170689,That Evening Sun,"$281,350",10,Nov 6,2009
rl1784448513,Killing Kasztner,"$112,313",5,Oct 23,2009
rl2456978945,The Sun,"$77,303",4,Nov 18,2009
rl3363210753,Until the Light Takes Us,"$130,441",3,Dec 4,2009
rl2555545089,Four Seasons Lodge,"$58,334",3,Nov 11,2009
rl4182869505,The End of Poverty?,"$57,805",5,Nov 13,2009
rl1816430081,Beeswax,"$46,590",3,Aug 7,2009
rl3882976769,The Slammin' Salmon,"$41,587",11,Dec 11,2009
rl141264385,"Police, Adjective","$53,206",8,Dec 23,2009
rl3628566017,Bliss,"$40,349",3,Aug 7,2009
rl1266386433,The Wild Child,"$65,051",2,Nov 7,2009
rl3344926209,Le combat dans l'île,"$50,039",1,Jun 12,2009
rl2423752193,T-Rex: Back to the Cretaceous,"$53,354,743",38,Oct 23,2009
rl863012353,Small Change,"$38,296",2,Nov 24,2009
rl1098417665,The Wedding Song,"$31,160",4,Oct 9,2009
rl1297516033,Harmony and Me,"$20,099",1,Sep 18,2009
rl3697444353,Mississippi Mermaid,"$33,216",1,Jul 10,2009
rl3494020609,A Town Called Panic,"$165,509",10,Dec 16,2009
rl4199581185,Yuri Gagarin Conspiracy: Fallen Idol,"$14,471",2,Oct 2,2009
rl1349027329,Peter and Vandy,"$11,495",3,Oct 9,2009
rl3864626689,Home,"$15,925",2,Nov 27,2009
rl3378677249,The Missing Person,"$17,896",3,Nov 20,2009
rl1952810497,Monsieur Verdoux,"$64,636",2,Mar 14,2009
rl2387707393,Endgame,"$9,645",14,Nov 6,2009
rl2386986497,Box Elder,"$48,996",2,Mar 3,2009
rl860456449,Breakfast with Scot,"$46,060",6,Oct 10,2009
rl390497793,The Blue Tooth Virgin,"$2,762",2,Sep 25,2009
rl3463939585,Tru Loved,"$9,467",4,Oct 17,2009
rl3228141057,"Patrik, Age 1.5","$57,468",9,Aug 14,2009
rl2908456449,Inception,"$292,576,195","3,792",Jul 16,2010
rl1248560641,Harry Potter and the Deathly Hallows: Part 1,"$295,983,305","4,125",Nov 19,2010
rl2018477569,Despicable Me,"$251,513,985","3,602",Jul 9,2010
rl980256257,Tangled,"$200,821,936","3,603",Nov 24,2010
rl2455995905,Megamind,"$148,415,853","3,949",Nov 5,2010
rl4000810497,TRON: Legacy,"$172,062,763","3,451",Dec 17,2010
rl2170193409,Jackass 3D,"$117,229,692","3,139",Oct 15,2010
rl4098786817,Due Date,"$100,539,043","3,365",Nov 5,2010
rl1802536449,The Social Network,"$96,962,694","2,921",Oct 1,2010
rl1685554689,The Town,"$92,186,262","2,935",Sep 17,2010
rl2104329729,RED,"$90,380,162","3,349",Oct 15,2010
rl2607384065,Paranormal Activity 2,"$84,752,907","3,239",Oct 22,2010
rl929203713,Little Fockers,"$148,438,600","3,675",Dec 22,2010
rl2657388033,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$104,386,950","3,555",Dec 10,2010
rl3581314561,Unstoppable,"$81,562,942","3,261",Nov 12,2010
rl3564602881,True Grit,"$171,243,005","3,464",Dec 22,2010
rl628000257,Secretariat,"$59,713,955","3,108",Oct 8,2010
rl2793047553,Yogi Bear,"$100,246,011","3,515",Dec 17,2010
rl2539095553,Legend of the Guardians: The Owls of Ga'Hoole,"$55,675,313","3,575",Sep 24,2010
rl3076425217,Life as We Know It,"$53,374,681","3,150",Oct 8,2010
rl1819772417,The Tourist,"$67,631,157","2,756",Dec 10,2010
rl2286388737,Black Swan,"$106,954,678","2,407",Dec 3,2010
rl1213433345,The Fighter,"$93,617,009","2,534",Dec 10,2010
rl1481803265,For Colored Girls,"$37,729,698","2,127",Nov 5,2010
rl4266231297,Burlesque,"$39,440,655","3,037",Nov 24,2010
rl5867009,Hereafter,"$32,746,941","2,424",Oct 15,2010
rl878740993,Love & Other Drugs,"$32,367,005","2,458",Nov 24,2010
rl1449494017,Morning Glory,"$31,011,732","2,544",Nov 10,2010
rl844334593,Faster,"$23,240,020","2,470",Nov 24,2010
rl341673473,How Do You Know,"$30,212,620","2,483",Dec 17,2010
rl4200039937,Gulliver's Travels,"$42,779,261","3,089",Dec 25,2010
rl677873153,The Next Three Days,"$21,148,651","2,564",Nov 19,2010
rl2623047169,Hubble 3D,"$52,522,904",151,Mar 19,2010
rl3042739713,The King's Speech,"$135,453,143","2,584",Nov 26,2010
rl658605569,127 Hours,"$18,335,230",916,Nov 5,2010
rl89425409,The Girl with the Dragon Tattoo,"$10,095,170",202,Mar 19,2010
rl4065691137,Get Low,"$9,176,933",570,Jul 30,2010
rl2437973505,Fair Game,"$9,540,691",436,Nov 5,2010
rl72648193,The Girl Who Played with Fire,"$7,638,241",185,Jul 9,2010
rl2222687745,Winter's Bone,"$6,531,503",141,Jun 11,2010
rl2474018305,Under the Sea 3D,"$36,262,926",108,Feb 13,2010
rl444106241,The Warrior's Way,"$5,666,340","1,622",Dec 3,2010
rl794330625,The Girl Who Kicked the Hornet's Nest,"$5,190,196",208,Oct 29,2010
rl3613099521,Inside Job,"$4,312,735",250,Oct 8,2010
rl1198884353,You Will Meet a Tall Dark Stranger,"$3,248,246",402,Sep 22,2010
rl2791343617,Magnificent Desolation: Walking on the Moon 3D,"$34,137,524",82,Sep 23,2010
rl3195373057,Tamara Drewe,"$560,391",59,Oct 8,2010
rl3866134017,Space Station 3D,"$93,383,953",64,Apr 19,2010
rl3226240513,Deep Sea,"$46,412,757",47,Mar 3,2010
rl1010992641,Animal Kingdom,"$1,044,039",61,Aug 13,2010
rl1985709569,I Love You Phillip Morris,"$2,037,459",100,Dec 3,2010
rl4034233857,Tees Maar Khan,"$1,076,443",108,Dec 22,2010
rl1013876225,Sea Monsters: A Prehistoric Adventure,"$23,746,066",252,Oct 5,2010
rl4269311489,What If...,"$814,906",82,Aug 20,2010
rl1299940865,The Wildest Dream,"$898,137",21,Aug 6,2010
rl510363137,The Polar Express,"$672,796",17,Dec 3,2010
