bom_id,title,total_gross,theaters,release_date,year
rl4182410753,Conan the Destroyer,31042035,1249,1984-06-29,1984
rl2506065409,The Last Starfighter,28733290,1287,1984-07-13,1984
rl3647505921,Places in the Heart,34901614,868,1984-09-21,1984
rl256411137,Cannonball Run II,28078073,1845,1984-06-29,1984
rl2356512257,Teachers,27774237,1721,1984-10-05,1984
rl1782679041,2010,40400657,1213,1984-12-07,1984
rl3244656129,The Muppets Take Manhattan,25534703,1261,1984-07-13,1984
rl729449985,The Woman in Red,25308147,1069,1984-08-17,1984
rl1130726913,Moscow on the Hudson,25068724,721,1984-04-06,1984
rl3729491457,City Heat,38348988,1655,1984-12-07,1984
rl222397953,Sixteen Candles,23686027,1245,1984-05-04,1984
rl2673706497,The Jungle Book,23456945,1463,1984-07-27,1984
rl2453702145,Against All Odds,21689062,979,1984-03-02,1984
rl1398965761,Missing in Action,22812411,1209,1984-11-16,1984
rl3480061441,Rhinestone,21435321,1630,1984-06-22,1984
rl293045761,Top Secret!,20458340,1100,1984-06-22,1984
rl374900225,Hot Dog... The Movie,20307325,1276,1984-01-13,1984
rl3865347585,The NeverEnding Story,20158808,950,1984-07-20,1984
rl4252403201,Unfaithfully Yours,19928200,831,1984-02-10,1984
rl1902544385,"Oh, God! You Devil",21538850,1384,1984-11-09,1984
rl2470741505,Best Defense,19265302,1425,1984-07-20,1984
rl3629024769,Dune,30925690,975,1984-12-14,1984
rl1735427585,A Soldier's Story,21821347,581,1984-09-14,1984
rl4198991361,Blame It on Rio,18644570,1234,1984-02-17,1984
rl1734313473,Lassiter,17513452,945,1984-02-17,1984
rl3577972225,Angel,17488564,499,1984-01-13,1984
rl2371061249,Firestarter,17080167,1374,1984-05-11,1984
rl1866696193,Amadeus,51564280,802,1984-09-21,1984
rl658802177,Beat Street,16595791,1380,1984-06-08,1984
rl3749414401,Weekend Pass,21058033,475,1984-02-03,1984
rl811304449,The Ice Pirates,14255801,1175,1984-03-16,1984
rl1885832705,Night of the Comet,14418922,1098,1984-11-16,1984
rl4252141057,Supergirl,14296438,1620,1984-11-21,1984
rl2135983617,The Evil That Men Do,13102025,1464,1984-09-21,1984
rl1514898945,Children of the Corn,14568989,653,1984-03-09,1984
rl1165198849,Starman,28744356,1271,1984-12-14,1984
rl1415218689,Irreconcilable Differences,12414210,902,1984-09-28,1984
rl3041822209,Dreamscape,12145169,816,1984-08-17,1984
rl2204665345,Pinocchio,26414038,1309,1984-12-21,1984
rl307070465,The Cotton Club,25928721,809,1984-12-14,1984
rl3296101889,Up the Creek,11708269,1346,1984-04-06,1984
rl3044378113,Tank,11302884,1332,1984-03-16,1984
rl1347847681,Hard to Hold,11113806,1017,1984-04-06,1984
rl1132168705,The Wild Life,11020375,1142,1984-09-28,1984
rl3511059969,Broadway Danny Rose,10600497,613,1984-01-27,1984
rl3245901313,Where the Boys Are,10530000,1414,1984-04-06,1984
rl292849153,Thief of Hearts,10435015,1200,1984-10-19,1984
rl947160577,Terror in the Aisles,10004817,1134,1984-10-26,1984
rl2135590401,Cloak and Dagger,9719952,1147,1984-08-10,1984
rl459965953,Protocol,26186631,904,1984-12-21,1984
rl4182803969,Falling in Love,11129057,807,1984-11-21,1984
rl1715897857,Bolero,8914881,1015,1984-08-31,1984
rl1934001665,Body Double,8801940,1428,1984-10-26,1984
rl1718191617,Oxford Blues,8793152,1075,1984-08-24,1984
rl2470872577,The Bounty,8613462,986,1984-05-04,1984
rl91063809,Reckless,8289916,899,1984-02-03,1984
rl1584563713,Streets of Fire,8089290,1150,1984-06-01,1984
rl4066215425,Just the Way You Are,7889694,1190,1984-11-16,1984
rl996247041,The Little Drummer Girl,7828841,820,1984-10-19,1984
rl1180861953,Micki + Maude,26080861,876,1984-12-21,1984
rl139298305,Country,9640000,488,1984-09-28,1984
rl1750959617,Johnny Dangerously,17124395,1106,1984-12-21,1984
rl1012631041,Iceman,7343032,671,1984-04-13,1984
rl3142682113,A Nightmare on Elm Street,25504513,380,1984-11-09,1984
rl1649837569,Hardbodies,7121719,1594,1984-05-04,1984
rl1986758145,The Pope of Greenwich Village,6836201,677,1984-06-22,1984
rl1045005825,Breakin' 2: Electric Boogaloo,15101131,908,1984-12-21,1984
rl511018497,Swing Shift,6650206,814,1984-04-13,1984
rl745375233,The Razor's Edge,6551987,1036,1984-10-19,1984
rl1550288385,Ninja III: The Domination,7610785,530,1984-09-14,1984
rl1164477953,The Philadelphia Experiment,8103330,490,1984-08-03,1984
rl2856945153,The Adventures of Buckaroo Banzai Across the 8th Dimension,6254148,236,1984-08-10,1984
rl4166223361,Firstborn,6250994,929,1984-10-26,1984
rl3612575233,The Flamingo Kid,23859382,753,1984-12-21,1984
rl2389345793,Racing with the Moon,6045647,389,1984-03-23,1984
rl3631121921,Sheena,5778353,1496,1984-08-17,1984
rl1650558465,The Lonely Guy,5718573,717,1984-01-27,1984
rl3227747841,Meatballs Part II,5410972,1252,1984-07-27,1984
rl1147569665,Once Upon a Time in America,5321508,894,1984-06-01,1984
rl1883473409,Alphabet City,7035585,321,1984-05-04,1984
rl207128065,The Hotel New Hampshire,5142858,244,1984-03-09,1984
rl1078167041,American Dreamer,5021751,801,1984-10-26,1984
rl2372371969,No Small Affair,4994094,1247,1984-11-09,1984
rl3092678145,Harry & Son,4864980,920,1984-03-02,1984
rl190285313,"Grandview, U.S.A.",4743119,1069,1984-08-03,1984
rl2320205313,C.H.U.D.,4654423,310,1984-08-31,1984
rl4250961409,Making the Grade,4561346,1197,1984-05-18,1984
rl1215530497,Star 80,6472990,502,1984-11-11,1984
rl3143468545,Joy of Sex,4463841,804,1984-08-03,1984
rl3379987969,Until September,4239154,1114,1984-09-21,1984
rl544441857,This Is Spinal Tap,4491645,206,1984-03-02,1984
rl3226699265,Flashpoint,3854833,1022,1984-08-31,1984
rl105612801,Cheech & Chong's the Corsican Brothers,3772785,868,1984-07-27,1984
rl1095796225,Exterminator 2,3739406,535,1984-09-14,1984
rl2874050049,The Dresser,5310748,241,1984-12-09,1984
rl3278669313,Runaway,6770587,720,1984-12-14,1984
rl1464698369,Crimes of Passion,2912945,325,1984-10-19,1984
rl511215105,The Warrior and the Sorceress,2886225,238,1984-09-07,1984
rl3126560257,Impulse,2773433,376,1984-09-28,1984
rl709133825,The Bear,2687148,750,1984-09-28,1984
rl2390132225,Under the Volcano,2556800,1,1984-06-15,1984
rl1215399425,"Silent Night, Deadly Night",2491460,398,1984-11-09,1984
rl1515292161,Electric Dreams,2193612,920,1984-07-20,1984
rl1516930561,Purple Hearts,2075282,370,1984-03-30,1984
rl2739504641,The Buddy System,1820049,190,1984-01-20,1984
rl1816561153,Body Rock,1689501,240,1984-09-28,1984
rl3328345601,Misunderstood,1525532,741,1984-03-30,1984
rl3142944257,Garbo Talks,1493782,16,1984-10-12,1984
rl2857600513,Finders Keepers,1467396,753,1984-05-18,1984
rl2104460801,Sahara,1402962,344,1984-03-02,1984
rl2020378113,The River Rat,1142944,316,1984-09-21,1984
rl2606925313,Mike's Murder,1059966,80,1984-03-09,1984
rl3094054401,The Power,929162,256,1984-01-20,1984
rl2758837761,Songwriter,865915,499,1984-10-12,1984
rl3496576513,A Passage to India,27187653,650,1984-12-14,1984
rl1985775105,The Killing Fields,34700291,663,1984-11-02,1984
rl4168058369,Scandalous,526805,144,1984-01-20,1984
rl2625340929,Windy City,343890,28,1984-09-21,1984
rl3259532801,Champions,200498,55,1984-04-20,1984
rl728598017,Razorback,150140,50,1984-11-16,1984
rl1968014849,Crackers,129268,21,1984-02-17,1984
rl2423096833,Repo Man,129000,39,1984-03-02,1984
rl846235137,Slayground,108128,62,1984-01-27,1984
rl2053932545,The River,11489982,1001,1984-12-21,1984
rl1078429185,Birdy,1455045,18,1984-12-21,1984
rl3898967553,Mrs. Soffel,4385312,801,1984-12-28,1984
rl2084668929,1984,8430492,295,1984-12-14,1984
rl779257345,Stop Making Sense,4949438,41,1984-10-19,1984
rl2974385665,Back to the Future,210609762,1550,1985-07-03,1985
rl3697968641,Rambo: First Blood Part II,150415432,2074,1985-05-22,1985
rl3043788289,Rocky IV,127873716,2254,1985-11-27,1985
rl1615496705,Cocoon,76113124,1163,1985-06-21,1985
rl4017849857,Witness,68706993,1169,1985-02-08,1985
rl3243542017,The Goonies,61389680,1705,1985-06-07,1985
rl493585921,Police Academy 2: Their First Assignment,55600000,1613,1985-03-29,1985
rl978486785,Fletch,50612888,1303,1985-05-31,1985
rl1333364225,A View to a Kill,50327960,1588,1985-05-24,1985
rl709920257,National Lampoon's European Vacation,49364621,1547,1985-07-26,1985
rl2808317441,Mask,48230162,1024,1985-03-08,1985
rl3326510593,The Breakfast Club,45875171,1118,1985-02-15,1985
rl1147766273,Pale Rider,41410568,1710,1985-06-28,1985
rl644384257,Pee-wee's Big Adventure,40940662,894,1985-08-09,1985
rl575243777,Brewster's Millions,40833132,1521,1985-05-22,1985
rl4049241601,Jagged Edge,40491165,1139,1985-10-04,1985
rl2824898049,Mad Max Beyond Thunderdome,36230219,1475,1985-07-12,1985
rl745768449,Spies Like Us,60088980,1700,1985-12-06,1985
rl2454357505,Commando,35100000,1504,1985-10-04,1985
rl4269114881,Teen Wolf,33086611,1425,1985-08-23,1985
rl1282508289,Silverado,32192570,1190,1985-07-12,1985
rl3950216705,St. Elmo's Fire,37803872,1207,1985-06-28,1985
rl408782337,The Jewel of the Nile,75973200,1490,1985-12-13,1985
rl2052032001,Desperately Seeking Susan,27398584,1108,1985-03-29,1985
rl3463153153,Prizzi's Honor,26657534,722,1985-06-14,1985
rl1096779265,The Last Dragon,25754284,1039,1985-03-22,1985
rl710247937,Fright Night,24922237,1545,1985-08-02,1985
rl2742191617,Summer Rental,24689703,1595,1985-08-09,1985
rl2941355521,The Emerald Forest,24468550,1110,1985-07-05,1985
rl2977465857,Weird Science,23834048,1172,1985-08-02,1985
rl276530689,White Nights,42160849,1064,1985-11-22,1985
rl2621474305,Agnes of God,25627836,646,1985-09-13,1985
rl1114605057,Santa Claus: The Movie,23717291,1585,1985-11-27,1985
rl3260188161,Friday the 13th: A New Beginning,21930418,1759,1985-03-22,1985
rl3074917889,The Black Cauldron,21288692,1276,1985-07-26,1985
rl1785431553,Porky's Revenge,20518905,1423,1985-03-22,1985
rl1481278977,Code of Silence,20345361,1810,1985-05-03,1985
rl2474214913,Volunteers,19875740,1560,1985-08-16,1985
rl1514702337,The Care Bears Movie,22934622,1003,1985-03-29,1985
rl3145369089,Year of the Dragon,18707466,982,1985-08-16,1985
rl744457729,Ladyhawke,18432000,1056,1985-04-12,1985
rl89818625,Invasion U.S.A.,17536256,1735,1985-09-27,1985
rl409044481,To Live and Die in L.A.,17307019,1135,1985-11-01,1985
rl2320532993,The Falcon and the Snowman,17130087,914,1985-01-25,1985
rl4017260033,The Sure Thing,18135531,1115,1985-03-01,1985
rl107578881,Out of Africa,87071205,1102,1985-12-20,1985
rl1163167233,The Gods Must Be Crazy,30031783,147,1985-04-06,1985
rl3528361473,Death Wish 3,16116878,1460,1985-11-01,1985
rl2975630849,King Solomon's Mines,15057465,1122,1985-11-22,1985
rl222660097,Baby: Secret of the Lost Legend,14972297,1277,1985-03-22,1985
rl2691532289,Remo Williams: The Adventure Begins,14393902,1175,1985-10-11,1985
rl4084041217,The Return of the Living Dead,14237880,1506,1985-08-16,1985
rl409830913,Real Genius,12952019,990,1985-08-09,1985
rl813139457,Tomboy,14100000,409,1985-01-25,1985
rl122848769,Follow That Bird,13961370,1129,1985-08-02,1985
rl2842068481,One Magic Christmas,13677222,827,1985-11-22,1985
rl2152236545,Cat's Eye,13086298,1492,1985-04-12,1985
rl2692318721,Vision Quest,12993175,993,1985-02-15,1985
rl107513345,Perfect,12918858,1344,1985-06-07,1985
rl2202699265,Compromising Positions,12531831,574,1985-08-30,1985
rl1299285505,Silver Bullet,12361866,1285,1985-10-11,1985
rl4219110913,Young Sherlock Holmes,19739575,1502,1985-12-06,1985
rl2724103681,Lifeforce,11603545,1526,1985-06-21,1985
rl4267542017,Just One of the Guys,11528900,1215,1985-04-26,1985
rl4151150081,Return to Oz,11137801,1238,1985-06-21,1985
rl3864823297,Krush Groove,11052713,519,1985-10-25,1985
rl811042305,Gotcha!,10806919,1218,1985-05-03,1985
rl1415742977,Missing in Action 2: The Beginning,10755447,1336,1985-03-01,1985
rl843154945,One Hundred and One Dalmatians,33049729,1185,1985-12-20,1985
rl2657453569,Moving Violations,10627754,1325,1985-04-19,1985
rl2554562049,American Ninja,10499694,672,1985-08-30,1985
rl4031022593,Better Off Dead...,10297601,650,1985-08-23,1985
rl3158345217,After Hours,10609321,503,1985-09-13,1985
rl1567262209,The Purple Rose of Cairo,10631333,419,1985-03-01,1985
rl1280345601,Explorers,9873044,1750,1985-07-12,1985
rl1130202625,The Journey of Natty Gann,9708373,362,1985-09-27,1985
rl1265010177,Once Bitten,10000000,1095,1985-11-15,1985
rl1014334977,Sweet Dreams,9085049,778,1985-10-04,1985
rl2708833793,Target,9023199,1085,1985-11-08,1985
rl4016211457,Mischief,8692426,1221,1985-02-08,1985
rl509838849,The Man with One Red Shoe,8645411,1049,1985-07-19,1985
rl1584825857,That Was Then... This Is Now,8630068,800,1985-11-08,1985
rl745440769,Secret Admirer,8622757,1300,1985-06-14,1985
rl71992833,The Color Purple,94175854,1109,1985-12-20,1985
rl863405569,Tuff Turf,9369329,653,1985-01-11,1985
rl3547563521,Stick,8489518,1173,1985-04-26,1985
rl2051704321,Clue,14643997,1022,1985-12-13,1985
rl2355201537,Lost in America,10179000,315,1985-03-15,1985
rl1917617665,D.A.R.Y.L.,7840873,1100,1985-06-14,1985
rl2239202817,The Trip to Bountiful,7491903,1,1985-12-20,1985
rl3193013761,A Nightmare on Elm Street 2: Freddy's Revenge,29999213,614,1985-11-01,1985
rl1450673665,Transylvania 6-5000,7196872,701,1985-11-08,1985
rl1450018305,Red Sonja,6948633,1091,1985-07-05,1985
rl2924185089,A Chorus Line,14202899,680,1985-12-13,1985
rl140150273,Into the Night,7562164,1096,1985-02-22,1985
rl39093761,Girls Just Want to Have Fun,6326051,613,1985-04-12,1985
rl896239105,Plenty,6148000,228,1985-09-19,1985
rl477070849,Rustlers' Rhapsody,6090497,1480,1985-05-10,1985
rl3512108545,Heaven Help Us,6070794,1003,1985-02-08,1985
rl3679946241,Gymkata,5730596,654,1985-05-03,1985
rl3897656833,Enemy Mine,12303411,713,1985-12-20,1985
rl910525953,Avenging Angel,5622787,525,1985-01-11,1985
rl1565361665,Creator,5349607,820,1985-09-20,1985
rl3880814081,Fantasia,8194726,225,1985-02-08,1985
rl1398572545,King David,5111099,731,1985-03-29,1985
rl1498187265,Day of the Dead,5000000,168,1985-07-19,1985
rl2673640961,Kiss of the Spider Woman,17005229,204,1985-07-26,1985
rl3932849665,Rainbow Brite and the Star Stealer,4889971,1090,1985-11-15,1985
rl2219476481,The Company of Wolves,4389334,995,1985-04-19,1985
rl3429074433,The Mean Season,4349446,876,1985-02-15,1985
rl1011648001,That's Dancing!,4210938,906,1985-01-18,1985
rl1533314561,My Science Project,4122748,1003,1985-08-09,1985
rl3209987585,Godzilla 1985,4116395,235,1985-08-23,1985
rl3528885761,The Heavenly Kid,3852271,1019,1985-07-26,1985
rl561415681,Turk 182,3594997,801,1985-02-15,1985
rl273253889,The Bride,3558669,980,1985-08-16,1985
rl4216489473,Fraternity Vacation,3333306,348,1985-04-12,1985
rl1282639361,Starchaser: The Legend of Orin,3360800,1020,1985-11-22,1985
rl895387137,The Legend of Billie Jean,3099497,903,1985-07-19,1985
rl3345647105,Rappin',2864844,1150,1985-05-10,1985
rl894666241,Fast Forward,2791350,1162,1985-02-15,1985
rl1212515841,Bad Medicine,2685453,731,1985-11-22,1985
rl3932390913,Maxie,2564278,778,1985-09-27,1985
rl3563816449,A Private Function,2527088,40,1985-03-01,1985
rl2909439489,The Quiet Earth,2123135,1,1985-10-18,1985
rl1482917377,Marie,2507995,465,1985-09-27,1985
rl325944833,Re-Animator,2023414,185,1985-10-18,1985
rl2101970433,Bring on the Night,1890571,409,1985-11-08,1985
rl2540865025,A Sunday in the Country,2411143,16,1985-11-16,1985
rl1030784513,The Slugger's Wife,1878561,898,1985-03-29,1985
rl3881207297,Heavenly Bodies,1839623,1504,1985-02-01,1985
rl4285105665,"Paris, Texas",2181987,8,1985-11-02,1985
rl1128498689,American Flyers,1420355,5,1985-08-16,1985
rl1986561537,Gwendoline,1337274,500,1985-01-25,1985
rl759531009,The Aviator,1304192,342,1985-03-01,1985
rl2490926593,Wetherby,1299985,30,1985-07-19,1985
rl3108931073,Dreamchild,1215923,3,1985-10-04,1985
rl3343681025,DEFCON-4,1057064,54,1985-03-15,1985
rl1699382785,Code Name: Emerald,561548,195,1985-09-27,1985
rl3814884865,Mishima: A Life in Four Chapters,437547,14,1985-09-13,1985
rl2186905089,The Holcroft Covenant,393825,73,1985-10-18,1985
rl1131578881,Subway,390659,5,1985-11-06,1985
rl225805825,Sylvester,385687,35,1985-03-15,1985
rl2808448513,Movers & Shakers,372438,13,1985-05-03,1985
rl3379267073,Private Resort,331816,102,1985-05-03,1985
rl1397851649,Eleni,305102,4,1985-11-01,1985
rl3362031105,The New Kids,199108,102,1985-01-18,1985
rl3362620929,Revolution,358574,30,1985-12-25,1985
rl3763373569,Fandango,91666,27,1985-01-25,1985
rl828671489,Murphy's Romance,30867525,1046,1985-12-27,1985
rl3360065025,Brazil,9929135,173,1985-12-18,1985
rl2102560257,Fool for Love,836156,57,1985-12-06,1985
rl208045569,The Official Story,29426,1,1985-11-08,1985
rl3631711745,Trouble in Mind,19632,1,1985-12-11,1985
rl510690817,Smooth Talk,16785,2,1985-11-15,1985
rl3698886145,When Father Was Away on Business,16131,1,1985-10-11,1985
rl3142223361,Colonel Redl,2357,1,1985-10-04,1985
rl444040705,Top Gun,176781728,1531,1986-05-16,1986
rl3108865537,Crocodile Dundee,174803506,1495,1986-09-26,1986
rl3395126785,The Karate Kid Part II,115103979,1610,1986-06-20,1986
rl1984267777,Back to School,91258000,1751,1986-06-13,1986
rl3309340161,Aliens,85160248,1454,1986-07-18,1986
rl3027469825,Star Trek IV: The Voyage Home,109713132,1956,1986-11-26,1986
rl493848065,Ruthless People,71624879,1114,1986-06-27,1986
rl1767081473,Ferris Bueller's Day Off,70136369,1330,1986-06-11,1986
rl1917748737,Down and Out in Beverly Hills,62134225,1084,1986-01-31,1986
rl3192555009,The Color of Money,52293982,1205,1986-10-17,1986
rl1534297601,Stand by Me,52287414,848,1986-08-08,1986
rl928941569,Legal Eagles,49851591,1248,1986-06-20,1986
rl1934263809,Cobra,49042224,2131,1986-05-23,1986
rl174818817,Police Academy 3: Back in Training,43579163,1788,1986-03-21,1986
rl2555676161,The Golden Child,79817937,1714,1986-12-12,1986
rl409503233,Peggy Sue Got Married,41382841,1107,1986-10-10,1986
rl124487169,Poltergeist II: The Other Side,40996665,1599,1986-05-23,1986
rl611419649,Short Circuit,40697761,1310,1986-05-09,1986
rl2674624001,Pretty in Pink,40471663,1117,1986-02-28,1986
rl156403201,The Fly,40456565,1201,1986-08-15,1986
rl507545089,About Last Night,38702310,887,1986-07-04,1986
rl711951873,Running Scared,38500726,1376,1986-06-27,1986
rl493192705,The Money Pit,37499651,1193,1986-03-28,1986
rl4065822209,Gung Ho,36611610,1175,1986-03-14,1986
rl307660289,Hannah and Her Sisters,35392203,761,1986-02-07,1986
rl2487453185,An American Tail,47483002,1249,1986-11-21,1986
rl4066870785,Nothing in Common,32324557,980,1986-08-01,1986
rl4283860481,Heartbreak Ridge,42724017,1647,1986-12-05,1986
rl2573043201,Jumpin' Jack Flash,29844101,1085,1986-10-10,1986
rl3276965377,Friday the 13th Part VI: Jason Lives,19472057,1610,1986-08-01,1986
rl2205189633,Soul Man,27820000,1320,1986-10-24,1986
rl1249609217,Wildcats,26285544,1062,1986-02-14,1986
rl2941748737,The Great Mouse Detective,25336794,1198,1986-07-04,1986
rl2253817345,Heartburn,25314189,850,1986-07-25,1986
rl1633322497,Iron Eagle,24159872,1129,1986-01-17,1986
rl2738980353,¡Three Amigos!,39246734,1466,1986-12-12,1986
rl1769440769,Tough Guys,21458229,1266,1986-10-03,1986
rl1649772033,F/X,20603715,914,1986-02-07,1986
rl1347126785,Children of a Lesser God,31853080,544,1986-10-03,1986
rl1767409153,House,19444631,1440,1986-02-28,1986
rl844269057,Flight of the Navigator,18564613,1024,1986-07-30,1986
rl1499301377,"Jo Jo Dancer, Your Life Is Calling",18034150,1203,1986-05-02,1986
rl625968641,The Delta Force,17768900,1720,1986-02-14,1986
rl2691728897,Song of the South,17659346,1529,1986-11-21,1986
rl1196983809,Howard the Duck,16295774,1563,1986-08-01,1986
rl929924609,Raw Deal,16209459,1733,1986-06-06,1986
rl2990704129,Armed and Dangerous,15945534,1557,1986-08-15,1986
rl677283329,Legend,15502112,1187,1986-04-18,1986
rl2390394369,Youngblood,15448384,1354,1986-01-31,1986
rl576685569,Lady and the Tramp,31129082,1375,1986-12-19,1986
rl3513878017,Sleeping Beauty,15120195,1159,1986-03-07,1986
